# NUMBER_1   ALPHA_SKY_1          DELTA_SKY_1          X_IMAGE_1    Y_IMAGE_1    XWIN_IMAGE_1         YWIN_IMAGE_1         XMODEL_IMAGE_1       YMODEL_IMAGE_1       FLUX_AUTO_1   FLUX_MODEL_1   FLUXERR_AUTO_1   FLUXERR_MODEL_1   MAG_AUTO_1   MAG_MODEL_1   MAGERR_AUTO_1   MAGERR_MODEL_1   FLUX_RADIUS_1   FLAGS_1   NITER_MODEL_1   NUMBER_2   ALPHA_SKY_2          DELTA_SKY_2          X_IMAGE_2    Y_IMAGE_2   XWIN_IMAGE_2         YWIN_IMAGE_2         XMODEL_IMAGE_2       YMODEL_IMAGE_2       FLUX_AUTO_2   FLUX_MODEL_2   FLUXERR_AUTO_2   FLUXERR_MODEL_2   MAG_AUTO_2   MAG_MODEL_2   MAGERR_AUTO_2   MAGERR_MODEL_2   FLUX_RADIUS_2   FLAGS_2   NITER_MODEL_2   Separation            
  33         114.63641306188526   21.61159612405468    117.9891     932.0157     117.9879661023374    932.0104966033114    118.20823347568512   932.6776207685471    189.8991      188.50476      14.19587         320.2682          19.101591    19.109594     0.081183724     1.8451059        0.42017978      0         33              32         114.6361177765801    21.611625648282356   118.046906   931.985     118.07318825806232   931.9859199977611    119.91555058956146   930.5138764381409    180.58943     679.10406      16.736853        3201.7893         19.217869    17.779758     0.100649424     5.120192         0.40753248      0         37              0.9939972132094423    
  34         114.57849647577031   21.612275106640837   815.99615    930.03516    815.995137618193     930.0293652992717    815.8155135661364    931.2550648450851    210.50153     105.130005     14.324864        402.21625         18.989761    19.743582     0.073903516     4.1549206        0.4182288       0         28              33         114.57817223473104   21.612212118991913   816.0047     930.00287   816.0054211782574    930.0021738011715    816.387429535389     930.144464418292     188.78311     83.48881       16.780506        336.39288         19.169693    20.055529     0.0965321       4.375708         0.40794307      0         35              1.1086436216414453    
  35         114.63578623906969   21.610765900131543   125.37387    921.1373     125.40207272081489   921.112242915966     125.40331164002419   921.1127342507243    2243.8267     2203.7937      56.02097         63.12706          16.420425    16.439972     0.027113847     0.031108169      3.2445447       0         37              34         114.63564293291519   21.610836425696135   123.62337    921.68195   123.49528489441911   921.7125851077218    123.4960845708847    921.7089864909649    5044.7134     4962.008       74.03115         75.95377          15.602509    15.620457     0.015937045     0.016623473      3.5866961       0         37              0.542691130475698     
  36         114.56496463871686   21.612077514623337   979.01056    924.99286    979.0087055917791    924.9928367343837    979.1145666316152    924.9442525953054    92.665764     41.882633      13.570542        47.445816         19.880602    20.742815     0.1590405       1.2302511        0.41943395      0         34              35         114.56463672392988   21.61199632688438    978.979      925.0074    978.9898561210865    925.0065062739287    978.9742845632136    925.1038569584489    88.53523      45.348457      16.23835         23.189728         19.99181     20.718193     0.19918452      0.5553451        0.40559262      0         51              1.1357548928031227    
  37         114.60859867030366   21.610878677008152   452.9977     917.5072     452.9646367965279    917.2579223130226    452.8001905977726    917.4716911315918    265.0473      251.2612       43.025063        34.007614         18.739592    18.797586     0.17629011      0.14698756       3.2333567       0         44              38         114.6084984701805    21.610855780235468   450.5368     917.4139    450.7809927043226    917.6249371000243    450.8396569043398    917.5508553981781    536.99286     578.8533       53.459496        82.87199          18.03468     17.953178     0.108115055     0.15547805       3.2222903       0         38              0.3453455960319971    
  38         114.59969077270311   21.6105789960241     560.2752     911.9673     560.4881326183264    911.8834967288086    560.5098782777786    911.8657466471195    256.38562     333.7307       34.91516         107.89357         18.775665    18.489408     0.14789389      0.3510987        2.3976474       0         42              40         114.59952471894745   21.61057566314907    558.5612     912.30396   558.42864101467      912.5196555634145    558.4617999196053    912.5127851366997    882.8408      839.71857      57.32003         65.24475          17.494894    17.549265     0.07051051      0.08438041       3.4738288       0         34              0.5559032219905925    
  39         114.61704306653789   21.610166154114808   351.10226    909.8478     351.0166429509249    909.9806515076153    350.9851102363318    909.9668859392405    211.3766      208.09431      33.63355         35.83806          18.985256    19.002249     0.17280075      0.18703121       2.7700913       0         47              39         114.61692079368471   21.610260917894454   348.9976     911.10406   348.95143505697183   910.8321469096121    348.9596338942647    910.955547273159     574.59436     578.9598       42.034557        47.16476          17.961197    17.952978     0.07944653      0.088470615      3.3155391       0         56              0.5327872557021789    
  40         114.61954019951911   21.610142263123443   321.00772    910.00507    321.00591188233864   910.0048604835059    321.1680229753256    910.14973141253      268.6948      36.91031       14.683099        17.49954          18.72475     20.88003      0.05934557      0.5148833        0.41740528      0         61              42         114.61924429097282   21.61014446686081    320.99396    909.9816    320.9952456944261    909.98106808283      320.7399020791054    909.7591781616211    243.23808     33.67003       17.067791        20.373491         18.894522    21.04149      0.076203614     0.6571308        0.41229245      0         98              0.9904260442053056    
  41         114.63118697657052   21.609279034803983   180.49278    901.0011     180.5994398122911    901.0223942956248    180.6049398779869    901.0065178778023    949.1879      963.12335      39.475113        48.203564         17.354519    17.338694     0.045164894     0.054353442      2.8967452       2         49              44         114.63105758876904   21.609359696645505   178.58066    901.7852    178.67186903832697   901.729191933516     178.66480162739754   901.7272771596909    2168.8875     2157.9392      57.77702         64.672134         16.519007    16.524502     0.028929967     0.032546762      3.3649476       2         47              0.5214034973715594    
  42         114.6308074995194    21.608977874484783   185.00452    897.02655    185.00130188056482   897.0154322506544    184.90589637309313   896.8891929984093    124.15375     93.660416      13.776156        48.97063          19.563       19.869009     0.12050305      0.5678184        0.47098178      3         34              45         114.63051733844783   21.609000620614964   185.0226     897.04346   185.01072321877788   897.0188795653796    185.16677352786064   897.2799949347973    134.65895     150.45439      14.990206        151.93071         19.536512    19.416088     0.12089329      1.0966563        0.5080534       3         36              0.9746115396509778    
  43         114.61835785767838   21.608769141668876   334.97842    891.98724    334.99758089461255   891.9949337041071    334.91862335801125   891.9403944984078    82.05539      137.67894      13.500553        774.9425          20.012632    19.450731     0.17867932      6.112682         0.43548805      0         25              49         114.61805163055476   21.60876367925724    335.11087    891.8968    335.03325549882317   891.7505734892758    335.2246814519167    891.9617689177394    100.343575    64.402916      14.379673        40.898617         19.855877    20.337336     0.15562855      0.6896566        0.46000075      3         48              1.025128527079324     
  45         114.60417474955898   21.60864644416651    505.85822    887.75275    506.05430669602856   887.7119668466797    506.1253033429384    887.6639437973499    488.76474     597.4331       44.663918        138.80307         18.07515     17.857176     0.099240005     0.252313         3.1674998       0         28              48         114.60400469443313   21.608678450896953   504.27032    888.4663    504.25823524395736   888.5267887904       504.2360492050648    888.5280316472054    982.4394      976.1434       48.93362         51.600395         17.378836    17.385817     0.054091796     0.05740758       3.1040483       0         48              0.5807196086751724    
  46         114.61744337196293   21.608038366147056   345.85092    882.3449     345.792694388419     882.3167749370148    345.7844535410404    882.324779599905     2979.471      3006.2341      50.194122        60.042175         16.11255     16.102842     0.018295469     0.021690194      3.0565197       0         28              50         114.61731105129128   21.608086502194592   343.9091     883.00165   343.9471151868469    882.9711872807046    343.94269140437245   882.974092213437     6300.161      6313.6567      72.743904        74.83496          15.361221    15.358897     0.012539343     0.012872218      3.6347263       2         38              0.4755740449299946    
  47         114.62574034898863   21.607910389125646   245.84738    882.2398     245.81923321066762   882.3164929993291    245.82673099637032   882.3319682478905    1067.3508     1039.8157      45.979862        40.828354         17.22713     17.255508     0.04678324      0.04264178       2.8548934       0         49              52         114.62561546370225   21.60798185424899    243.87555    883.02814   243.9902303345629    883.0390521108438    243.97555980086327   883.0143478605896    2579.143      2525.5605      71.90389         72.573105         16.330912    16.353706     0.030276578     0.031206694      3.6725473       0         37              0.49082365823029417   
  48         114.613268734117     21.60746424115787    396.03967    874.1242     395.8732966422104    874.1789130693444    395.89259995520115   874.2049979269505    222.40077     331.35712      34.71337         143.62056         18.93006     18.497158     0.16950805      0.47070643       2.7735918       0         33              54         114.61308924899188   21.607462149276007   394.64334    874.21326   394.54721324768155   874.2295897025433    394.5514047443867    874.2373270094395    585.2367      545.09985      58.289722        64.742096         17.94127     18.01841      0.108165875     0.12898539       3.2375178       0         58              0.6007879879637025    
  49         114.57019782050264   21.60776401908118    915.1024     870.04456    915.20593407578      870.0962060178874    915.1918541789055    870.1081165000796    1493.3047     1466.4464      57.85787         59.99961          16.862528    16.882235     0.042076908     0.044433657      3.4253702       0         44              53         114.57000773698103   21.60773347220956    913.54944    870.6578    913.4885759542045    870.7215088879628    913.494009912014     870.7200852930546    4289.7593     4213.5703      74.31589         73.707466         15.778518    15.797975     0.01881389      0.018997265      3.8518877       0         38              0.6456466545439548    
  50         114.5613393010155    21.606821114870836   1021.66235   856.20337    1022.1306484670249   856.1884535367233    1022.9353559613228   856.1765151917934    2044.6927     2837.5303      37.024273        92.71017          16.52133     16.165548     0.019664744     0.0354827        2.581487        24        35              57         114.5611231500782    21.606769022262867   1020.3846    856.7241    1020.7837245913227   856.7474055718093    1021.1749911308289   856.7561681866646    4906.5703     5801.9814      57.71748         92.00449          15.632655    15.450659     0.012774948     0.017221166      3.2279184       24        38              0.7473760813238023    
  51         114.5965639086699    21.606225815984633   597.0854     854.96704    596.9686055705043    854.996621721136     596.969390977174     855.0017636060948    3497.3276     3446.5002      55.16273         61.102222         15.938559    15.954453     0.017129287     0.019253448      3.2404342       0         36              56         114.59642898281167   21.60624796117703    595.07874    855.7336    595.0866769005718    855.7234119962632    595.0740386843681    855.7279438972473    7403.432      7422.31        75.192665        86.16718          15.186017    15.183252     0.011029916     0.012607606      3.705887        0         45              0.4585865721222457    
  52         114.58535262153171   21.60629888239785    732.19684    853.84143    732.2316290739429    853.7717565553087    732.2013746351004    853.7679733037949    303.45767     299.9305       31.432915        28.23476          18.592653    18.605347     0.11249063      0.102233514      2.4395168       0         64              60         114.585229233976     21.606290435659275   729.9732     854.4464    730.0637211552043    854.3026754290229    729.9953557956032    854.2269405722618    955.10315     964.5726       58.953735        81.98525          17.409475    17.398764     0.06703334      0.09230615       3.6197867       0         37              0.4141022606802642    
  53         114.59988820568893   21.606012174252164   556.98474    852.8145     556.9904045193923    852.6997110634401    556.9637809693813    852.8131782412529    69.25804      33.64398       12.491401        17.652573         20.196724    20.98063      0.19587128      0.56981057       0.4160572       0         69              64         114.59958892689072   21.605980828994774   556.9738     852.79333   557.6305125804018    850.7345023593598    556.8756957054138    852.8770198374987    60.88908      66.41395       14.544176        45.179813         20.398252    20.303951     0.2594057       0.7387797        0.5772049       0         46              1.0080389869949542    
  54         114.5710766821116    21.606017877390748   904.16785    847.5743     904.1307746508417    847.6120097840096    904.2051577568054    847.6309794485569    960.793       1026.6945      59.69691         115.31759         17.341324    17.269297     0.06747639      0.121978745      3.9465091       0         29              63         114.57091392629128   21.605977406023293   902.3287     848.057     902.2723319614839    848.1743270975703    902.2582060694695    848.1786128878593    1708.8484     1684.4308      76.194466        80.939766         16.777842    16.793467     0.04842278      0.05218415       3.9536834       0         40              0.5639001354664869    
