# NUMBER_1   ALPHA_SKY_1          DELTA_SKY_1           X_IMAGE_1    Y_IMAGE_1    XWIN_IMAGE_1         YWIN_IMAGE_1         XMODEL_IMAGE_1       YMODEL_IMAGE_1       FLUX_AUTO_1   FLUX_MODEL_1   FLUXERR_AUTO_1   FLUXERR_MODEL_1   MAG_AUTO_1   MAG_MODEL_1   MAGERR_AUTO_1   MAGERR_MODEL_1   FLUX_RADIUS_1   FLAGS_1   NITER_MODEL_1   NUMBER_2   ALPHA_SKY_2          DELTA_SKY_2           X_IMAGE_2    Y_IMAGE_2    XWIN_IMAGE_2         YWIN_IMAGE_2         XMODEL_IMAGE_2       YMODEL_IMAGE_2       FLUX_AUTO_2   FLUX_MODEL_2   FLUXERR_AUTO_2   FLUXERR_MODEL_2   MAG_AUTO_2   MAG_MODEL_2   MAGERR_AUTO_2   MAGERR_MODEL_2   FLUX_RADIUS_2   FLAGS_2   NITER_MODEL_2   Separation            
  91         244.2962379775281    -22.954178183944528   128.85635    636.1007     128.97734841045212   636.1390574334453    128.77450054883957   636.0375388637185    54.08236      45.214622      10.661113        38.375893         19.34966     19.544104     0.21408032      0.9217421        0.43921605      0         30              110        244.29595887448264   -22.954211538975674   129.03087    635.99115    129.01259517516644   635.9899791470415    129.23867984116077   636.0564868114889    49.25896      95.055504      10.578311        200.9952          19.445288    18.731558     0.23321737      2.2963507        0.41024956      0         23              0.932969724688649     
  92         244.28793175213642   -22.953294542687964   228.02087    645.9979     228.01587063187716   645.9987600429303    228.23722958564758   646.0397128686309    215.44905     36.10245       13.567443        18.476894         17.84894     19.78846      0.06838853      0.55580455       0.41741526      0         59              105        244.28766892496355   -22.953315928841075   227.99338    646.0211     227.9937621837143    646.0254520545801    228.15569888055325   645.4450397491455    191.52826     1136.8076      15.804539        1929.8601         17.970919    16.037283     0.08961461      1.8436084        0.40961123      0         48              0.8746573357391723    
  93         244.2405160594403    -22.953689533006646   793.0008     631.99475    793.0007339261518    631.9953653772072    793.3030280470848    631.2043527960777    660.2687      47.992626      16.232918        120.19699         16.633       19.479364     0.026699658     2.7198749        0.4100619       0         54              112        244.24024468513002   -22.953702818251905   792.9999     631.9865     792.9999116212323    631.9882714225973    796.3617563247681    633.2378436326981    697.4249      224.05275      17.92696         92.97898          16.567757    17.800625     0.027915088     0.4506759        0.40669724      0         143             0.9008635904078443    
  94         244.29125109875562   -22.95444062036946    188.23285    631.7811     188.41680195635422   631.1511084026663    188.83453822135925   631.5723015069962    160.1518      238.60837      25.950134        34.774677         18.17097     17.738087     0.17596959      0.15827316       2.7857823       0         86              109        244.29121430655218   -22.954493545158353   185.50734    631.45013    185.5196338031469    631.2588113620608    185.4862470626831    631.3265084028244    898.0032      1750.4536      66.02666         621.7141          16.293306    15.568624     0.079849325     0.38571805       4.6155734       0         30              0.22622233369035286   
  95         244.24279344593643   -22.954605322881285   765.67267    620.5739     765.6876161875452    620.5216149553944    765.6801949739456    620.5224975049496    2270.5066     2150.9058      66.9501          65.79383          15.291994    15.350747     0.032022726     0.03321954       4.42961         0         39              114        244.24279107060278   -22.95462615881666    762.46576    620.5278     762.5978458571067    620.6196473771347    762.5666717290878    620.5862718224525    8845.187      8846.67        93.54112         102.003044        13.809732    13.80955      0.011484852     0.012521695      5.553857        2         31              0.07542152285575562   
  97         244.2663084410319    -22.955809286261836   485.1984     609.4203     485.63496384365436   609.7005869756985    485.6874861717224    609.6892991662025    4246.2847     3894.2576      90.04289         101.62059         14.612278    14.706239     0.023028739     0.028339153      6.0368633       2         59              116        244.26624501309936   -22.955739796810445   482.77145    610.6        482.9629037319816    609.9763175915364    482.9726385977119    609.9800530672073    14352.774     14000.393      118.98553        166.32068         13.284161    13.31115      0.009003018     0.01290137       6.8550854       1         46              0.32678618560633943   
  98         244.27265666129946   -22.954571470434832   409.79807    626.6276     409.8860144368515    627.437818507084     409.843099296093     627.1366704702377    391.94226     557.62756      46.14352         247.29324         17.199245    16.81644      0.12785521      0.4816126        4.376774        0         38              111        244.27268097104005   -22.954543217322634   406.3311     627.3063     406.1654553618831    627.1237549436228    406.11382638663054   627.1939608752728    1607.8359     1516.174       77.12641         84.35799          15.660896    15.7246275    0.052094422     0.060423657      5.0586658       0         61              0.12976568709641823   
  100        244.2837281061037    -22.955252962978605   277.72113    619.87134    277.67858212041347   619.913808046456     277.6734564602375    619.9238367825747    4051.6204     3939.256       66.52794         64.85658          14.663229    14.693765     0.017832208     0.01788009       4.246403        0         43              113        244.28375292538777   -22.955265092246204   274.25534    620.06       274.1770666616832    620.0300069686933    274.17289067804813   620.0333905369043    17030.594     16739.652      105.8102         107.00385         13.098426    13.117134     0.006747262     0.0069419714     5.387772        0         38              0.09314313924950414   
  101        244.29424820054444   -22.95527387048666    152.34857    621.5523     152.4608154970935    621.5347302968402    152.30962252616882   621.5577752292156    809.3133      754.9077       53.111507        47.08444          16.412008    16.487566     0.071269184     0.06773503       4.039794        0         51              120        244.2942441421202    -22.9552836432886     149.24406    621.79584    148.96371645641568   622.015257897267     149.2010120600462    621.7389259636402    1999.8312     3830.2937      100.19758        1030.0969         15.424017    14.71842      0.054411877     0.29206252       7.2565093       0         13              0.03766658067358571   
  102        244.3003823663722    -22.95551495855253    79.199104    619.566      79.41637208526761    619.5243873727329    79.41163370013237    619.5169594585896    1763.967      1688.8279      59.431602        55.062202         15.566074    15.6133375    0.036589526     0.035407726      4.131058        0         53              118        244.30037553499682   -22.95552461871421    76.136696    619.8282     76.06837318534376    619.7659813553722    76.05379305779934    619.7653842568398    6773.055      6650.488       96.865074        86.842186         14.099539    14.119367     0.015531465     0.014181007      5.383176        0         30              0.041499687767416256  
  103        244.27861392199912   -22.955533518112933   338.61023    615.2885     337.7035008374775    614.6393418206934    337.0754199028015    614.0212352871895    216.32593     261.27286      38.11894         35.874744         17.844528    17.639565     0.1913648       0.14911604       3.0854168       0         146             122        244.27881592126485   -22.955601265988985   333.0128     614.777      332.7550348441069    614.582756481702     332.8928056806326    614.7333950996399    1350.2941     1824.7152      88.13482         414.37695         15.85043     15.523513     0.07088412      0.24662115       6.180008        0         65              0.7126426052819541    
  104        244.27191611128134   -22.9557760080483     418.37875    610.90027    418.75471760412626   610.6532652028737    418.53904777765274   610.8582540899515    926.19775     1169.9956      68.048035        210.85674         16.265541    16.01184      0.07978875      0.19571903       4.869672        0         38              124        244.27186136137342   -22.955797741022785   415.83862    610.91705    416.0994509645229    610.8460955432627    416.2237173765898    610.3991631269455    2631.1052     3820.3826      110.73047        398.23438         15.126155    14.721233     0.045704477     0.11320399       7.0869083       3         32              0.19763634412362321   
  105        244.24037548694255   -22.955438110797697   794.3162     609.33826    794.8511557272645    609.1554409495399    795.4869509935379    609.0237980838865    89.55138      150.6527       17.527016        28.378021         18.80212     18.237358     0.21255216      0.20456675       1.9281436       0         99              128        244.24033654071744   -22.955596485210894   791.50995    607.49994    792.6730873565402    609.0264261678719    792.6858209371567    608.9946793317795    607.1357      573.6688       64.04194         60.057343         16.718287    16.779848     0.11455355      0.11369325       4.5781446       2         60              0.5845821099309386    
  106        244.24343600868994   -22.955735333458684   757.7831     606.0711     758.1497983576701    606.2202093127585    758.0988005697727    606.2457830309868    644.0566      644.59357      46.18056         57.45707          16.65999     16.659086     0.07786907      0.09680267       3.7919555       0         46              115        244.24342635159417   -22.955754697319346   754.66077    606.0464     754.5697137970955    606.0673218848478    754.6391200721264    606.1948993802071    1686.3347     1727.1227      61.92577         89.089424         15.60914     15.583193     0.039880212     0.05601867       4.639875        3         53              0.07670892744956741   
  107        244.23834870420043   -22.95584202884057    818.38617    603.7267     818.3107125708908    603.6424388294271    818.3400302529335    603.702857196331     662.1286      599.77594      49.053806        46.460983         16.629944    16.737328     0.080456324     0.084125794      3.6300952       0         33              129        244.2383730042083    -22.95590314433198    814.84204    603.15405    815.0064088284674    603.265394617365     815.0734238028526    603.340006351471     2032.3099     2046.2975      95.58327         124.64721         15.406526    15.399078     0.051076572     0.066152096      5.6344376       0         45              0.2342980541369866    
  109        244.2607996830012    -22.956214704651654   550.7633     603.14014    551.3747298662223    602.7040846055241    550.8919303640723    602.9011846706271    282.85422     253.17276      39.08113         45.262016         17.553394    17.673758     0.1500494       0.19415417       3.6879778       0         39              131        244.26083039078767   -22.956287651968264   547.17523    602.47974    547.4376937438993    602.6144660694207    547.3544597625732    602.6903175115585    2156.2222     2488.5981      110.72847        431.82074         15.342266    15.186613     0.055769354     0.18844236       8.38307         0         33              0.2816487093890287    
  113        244.2794627457287    -22.957537618760455   328.08936    589.50977    328.15819576431085   589.4583492604221    328.1416788697243    589.4668383002281    6021.728      5892.514       74.29435         80.29871          14.232998    14.256549     0.013398756     0.014799184      4.368565        0         49              132        244.2795160235757    -22.957526849800637   324.27536    589.992      324.7043945265038    589.5768166069217    324.6856986284256    589.5710248351097    31047.256     30320.209      121.59794        125.645294        12.446443    12.47217      0.0042533665    0.004500325      5.421355        0         34              0.18081360784471776   
  114        244.25318984036994   -22.956773333039948   641.33484    594.47906    641.2527416834537    594.301710887348     641.2527014017105    594.2326725870371    1142.7573     1099.3394      55.510773        65.52104          16.037416    16.079472     0.05275372      0.06472601       4.2539372       2         39              134        244.25351949522718   -22.956997150105646   634.13947    591.90295    636.0282998066905    592.95794402814      634.1047870367765    591.8871772885323    5271.0005     5120.954       99.60275         100.85583         14.371768    14.403123     0.020521453     0.02138848       7.5406103       0         92              1.3577016770299166    
  116        244.26331197670208   -22.957044928948598   520.6554     592.867      520.3703037436206    592.4583964988151    520.9003861024976    593.0051687355153    1593.9662     1686.3865      90.26167         198.5532          15.676103    15.614908     0.061497025     0.12786439       6.489195        0         30              135        244.2633434048647    -22.957120937324987   517.0596     592.17566    517.5096090564774    592.6386699558697    517.6014817357063    592.9088601469994    5121.465      4914.6646      129.29672        168.70462         14.403015    14.447765     0.027417203     0.037278887      7.2669406       0         48              0.2927917215588025    
  118        244.24622457042605   -22.956774148604314   724.33875    593.1542     724.6024840959954    593.0347836547421    724.5490714907646    593.0809892043471    315.71677     285.06528      37.62093         35.25789          17.434057    17.544939     0.12940817      0.13432035       3.4098365       0         63              143        244.24619663645154   -22.956782569097907   721.43774    593.2773     721.3669049307473    593.2949893588683    721.3875833451748    593.2611937522888    1083.3053     1074.841       50.644337        65.059326         16.089622    16.09814      0.050770313     0.065734774      4.3455076       0         48              0.09743336444917522   
  119        244.2677583683421    -22.957995538246756   467.47516    581.39764    467.60530040475544   581.3680559374824    467.5693807005882    581.3840784430504    5999.515      5919.1255      64.79451         71.42331          14.23701     14.251657     0.011728754     0.0131042525     4.117806        0         26              169        244.26774606852499   -22.958004280939427   464.41843    581.58264    464.391811841676     581.505606593199     464.3998068869114    581.5188742280006    34097.61      33669.023      119.62062        139.3621          12.34469     12.358424     0.0038098856    0.004495148      5.290606        3         43              0.0515068057414511    
  120        244.27360600244526   -22.95761195241855    397.86804    587.4554     397.9024591248888    587.4437895542446    397.9143974930048    587.4989213049412    621.2091      597.82794      46.136368        48.372597         16.699205    16.74086      0.08065576      0.087872505      3.6039455       0         49              136        244.27359105807056   -22.95765804135059    394.84564    587.1725     394.5611868925929    587.1247328055583    394.5526634156704    587.0726759880781    1296.3369     1333.5043      55.842747        65.58654          15.894706    15.864015     0.04678199      0.053413387      4.224389        3         58              0.17315760726169088   
  121        244.2743521163246    -22.957425677323627   389.0145     590.00543    389.0144512014147    590.0049470927057    389.628321826458     589.7690896689892    355.0384      89.12456       14.456907        83.72779          17.306612    18.807306     0.044221137     1.0202394        0.41307473      0         55              151        244.27408253058746   -22.95744651427273    389.03317    590.00287    389.0255831667138    590.0014724630961    389.4857809841633    590.3296985626221    376.59732     104.94842      16.2507          44.62893          17.236807    18.62406      0.046862416     0.4618175        0.4293201       3         32              0.8967821943680093    
  122        244.28901458424298   -22.95775422603949    214.2181     588.48206    214.6037115817413    588.0868421208764    214.45311358571053   588.2927241027355    294.4369      496.20663      36.73055         313.13058         17.50982     16.943144     0.13547683      0.68531895       4.1590486       0         41              140        244.28897443140153   -22.957845676178557   211.51097    587.6513     211.64446179882384   587.9768098370345    211.6368587911129    587.915370695293     862.5136      836.5419       68.4196          75.68044          16.337086    16.370281     0.086147845     0.098248474      5.065293        0         66              0.35510836086460806   
  124        244.2697699132075    -22.958049595761267   443.49304    581.07446    443.65846908637604   581.2206413758703    443.63332360982895   581.2574607133865    1243.1279     1201.386       54.156868        53.151825         15.946011    15.983094     0.04731159      0.04804691       3.738791        0         22              133        244.26971776944416   -22.958049658989395   440.9159     581.37       440.8518532783074    581.6894483461905    440.8736563771963    581.6374870538712    6601.087      6502.7183      127.184006       208.05621         14.127461    14.143763     0.020924104     0.03474686       6.5518847       3         42              0.1728487203617353    
  125        244.28493466079027   -22.958472303127795   262.69287    578.4313     262.88528483598037   578.4491257118985    262.9366607889533    578.4220277965069    1048.0919     967.1493       65.670105        80.90333          16.131302    16.218567     0.0680453       0.09084535       4.685976        0         53              144        244.28497447628766   -22.958469142822878   259.04355    578.8296     259.22225430641294   578.5668740969705    259.2076303064823    578.6417899727821    1506.9836     1514.5331      57.741817        75.494354         15.731229    15.725803     0.041611344     0.05413343       4.6980968       0         38              0.13247130700704285   
  126        244.2499657345531    -22.957550763956974   679.59674    583.80975    680.3868842449879    581.9026820388914    679.5687735378742    583.5814790427685    538.70953     1714.651       52.786144        1183.0386         16.853914    15.596861     0.1064131       0.7492953        5.4437327       2         25              138        244.24973621978523   -22.957713638184796   679.0691     581.90753    678.3929740233361    581.7380899288291    678.8323059976101    581.3653458356857    2800.098      2804.8252      90.941414        99.66828          15.058567    15.056736     0.035271045     0.038590554      6.7636094       2         85              0.9605377350836065    
  128        244.27141637985847   -22.95859070756107    423.76263    574.37933    423.50143444327944   574.8086425661488    423.67085710167885   574.8992084860802    626.29254     832.1722       53.390553        114.105965        16.690357    16.381767     0.09257996      0.14891039       4.3455567       0         89              146        244.271465908054     -22.958565838985      419.98016    575.0224     419.7793022135477    574.6827233939041    419.64763364195824   574.74090513587      3720.2976     4334.399       111.22669        261.18222         14.750056    14.584178     0.03246842      0.06544019       6.7598977       3         35              0.18700103175175475   
  130        244.27252845455442   -22.958924987957822   410.44254    570.2609     410.9887930379033    571.1213402414321    410.56254756450653   570.3994210958481    959.20544     2182.9502      73.66711         1411.3303         16.227522    15.334691     0.08340494      0.7021254        6.4708843       3         24              147        244.2725783966758    -22.95888428265106    406.65912    571.11273    406.58531707076054   571.3432523816712    406.7739268243313    571.2679132223129    4475.464      4432.95        117.1126         174.27374         14.549405    14.559768     0.028418124     0.042694204      7.439287        3         38              0.22108893947973635   
  131        244.2527496800902    -22.958455961554197   646.2358     572.61975    646.3417369924326    573.446111468087     646.2198035567999    572.5721034407616    273.16223     657.1926       35.035206        483.09464         17.59125     16.63807      0.13928805      0.7983059        3.9088511       0         34              172        244.25279202950068   -22.958462734517884   642.503      572.799      642.3248609155437    573.1592332288275    642.6210134625435    573.2156534343958    1340.6982     1562.1234      73.192474        188.60172         15.858172    15.692212     0.059287783     0.13111734       5.46852         0         47              0.142483133607877     
  132        244.28817541147703   -22.959099223647897   223.94731    570.9195     224.20930250042093   570.7093159936123    223.95031921938062   570.9078314304352    982.1353      1079.9443      67.61057         116.90568         16.201872    16.098797     0.07476066      0.11756121       5.1407228       0         52              152        244.2881961146274    -22.9592110329122     220.50543    569.83673    220.79414427517804   570.170933549325     220.6671527326107    570.2115027159452    1976.0164     1864.1381      103.39933        155.49834         15.437024    15.500305     0.0568273       0.09058943       6.686501        0         51              0.4083217987118664    
  133        244.23046096601152   -22.958519975285547   911.8303     567.57104    911.8227433199128    567.4823575689703    911.8074437826872    567.4955068826675    1320.7771     1269.5155      69.816414        72.998726         15.880227    15.923205     0.05740607      0.062446356      4.657928        0         52              155        244.23050203728567   -22.958583344703786   908.0651     566.9548     908.3007701046961    567.1653978503161    908.2293359041214    567.2110193818808    2938.9976     2712.2356      95.4495          84.96329          15.006002    15.093182     0.0352699       0.034019955      5.544837        0         50              0.26566627327658754   
  134        244.22578725608238   -22.958700913748565   967.488      564.3393     967.5442283423122    564.377117704879     967.5373814702034    564.3838199079037    4242.7173     4033.5056      74.9069          70.742905         14.613191    14.668094     0.019173771     0.019047152      4.527946        0         41              149        244.22575477399138   -22.958703566794433   964.6038     564.48157    964.4516552716428    564.4918982418081    964.4590929150581    564.4974253475666    16787.043     16544.246      108.14781        110.15423         13.114065    13.129883     0.0069963797    0.007230761      5.55946         2         37              0.10809539868708534   
  135        244.24874568955778   -22.958605662888843   693.9195     569.9272     693.9547276921717    569.8965405724695    693.0907442569733    569.5521620213985    63.98392      153.40335      11.965002        202.56274         19.167124    18.217714     0.20308214      1.4340178        0.34975109      0         27              137        244.2484829871218    -22.958613102330176   693.8144     570.02826    693.8926564807269    570.0075202731017    693.8552756905556    570.0241647083312    97.806854     57.218674      13.644846        38.35117          18.700577    19.282656     0.15150577      0.7278982        0.4448095       2         29              0.8712263854063257    
  136        244.23421954326878   -22.95845764693593    867.05347    569.09216    867.0266312413581    569.1056250646893    867.0548533014953    569.1847940534353    98.18013      31.103413      12.217517        23.380646         18.702242    19.950281     0.13514164      0.81635356       0.4126314       0         23              156        244.23394667232807   -22.958479424537785   867.04376    568.9641     867.0084682763357    568.9823439985063    867.28264144063      568.6839976608753    183.3515      346.14066      21.754963        135.99149         18.01829     17.32837      0.12885572      0.4266669        0.58048755      0         25              0.9079137461259272    
  137        244.23875015432594   -22.95918161272237    812.91455    560.58246    812.9730653515379    560.5389362232436    812.9736348837614    560.5405008196831    5860.5454     5847.606       64.17199         71.755585         14.262456    14.264855     0.011891518     0.013326234      4.2037044       0         44              153        244.2387369759208    -22.959196732281548   809.817      560.6047     809.7543223155913    560.5162282896263    809.7707619965076    560.5365709662437    31484.96      31273.814      115.645546       127.233475        12.431242    12.438548     0.003988922     0.0044182506     5.337756        0         44              0.06979228914131622   
  138        244.24172646871114   -22.958652516439287   777.55566    567.99384    778.3312974289086    568.0173455387982    777.7438826262951    567.9030413776636    202.40616     210.8408       32.699055        29.520535         17.91674     17.872414     0.17544512      0.15205453       2.9870791       0         75              160        244.2417241221439    -22.958660700570498   774.3369     568.11536    774.2420481249029    567.1292275426875    774.4410601854324    567.4397533535957    368.8592      475.55496      52.40785         73.20943          17.259348    16.983498     0.15429987      0.16718455       3.8576834       0         57              0.030472373137038832  
  139        244.24924667801236   -22.95913534802853    687.8408     563.1666     687.7405425975307    563.1207950841274    687.7092648148537    563.1110357865691    711.02496     689.5704       36.799313        43.456985         16.552588    16.585854     0.05620626      0.06844013       3.279122        0         48              139        244.24927169856025   -22.959126752268187   684.30994    563.5327     684.2513493182995    563.4319433866782    684.2514407038689    563.4334897398949    2936.1355     2906.6287      75.611           98.81927          15.00706     15.018026     0.027966538     0.036921717      5.3510027       3         46              0.08852338738181839   
  140        244.22394174298287   -22.95915061894122    989.38715    558.16736    989.1913355330289    558.0916131081107    989.1196068897843    558.0068390718661    1233.5321     1215.722       63.182835        71.06192          15.954425    15.970215     0.055626083     0.06347935       4.4258256       0         50              150        244.2239824029286    -22.959166987733035   985.62427    558.14185    985.3424009532599    558.0378892573325    985.4312075376511    558.0284144803882    3579.4587     3806.0144      122.35483        174.4823          14.791957    14.725325     0.03712219      0.049786408      7.476775        3         60              0.1470993436237134    
  141        244.25871554096045   -22.95966968627937    574.8946     558.03467    574.7912359819514    558.0690693308047    574.7679175138474    558.1037718057632    1656.137      1576.7842      59.034958        71.98116          15.63456     15.68787      0.038711753     0.049576566      4.4029837       0         33              157        244.25869402025447   -22.959672181323473   571.92944    558.27606    571.973318602155     558.2725466004562    572.0092138964683    558.2579364180565    6195.856      6145.953       88.73444         110.94406         14.196247    14.205028     0.015553235     0.019603997      5.3924813       3         38              0.07190023696313266   
  142        244.23529738936367   -22.959425857979582   854.00946    556.7664     854.4185800921658    557.030982012448     854.5004798173904    557.0354405455291    707.84125     705.632        37.16658         43.11742          16.55746     16.560854     0.05702254      0.066359684      3.855089        2         77              161        244.23531043735588   -22.95944882869023    850.59155    556.68274    850.7446309512898    556.6464823647982    850.7779021710157    556.6929096877575    2179.9226     2023.4209      91.05394         88.592735         15.330398    15.411284     0.045361508     0.047549035      5.3085384       0         45              0.09332253195026319   
  144        244.29259782020353   -22.96047331835282    170.9704     553.95593    170.9042494467587    554.0396084583144    170.90193334966898   554.0559810400009    1419.9879     1383.2457      54.192387        56.87381          15.801589    15.830052     0.04144608      0.044652194      4.03081         0         34              162        244.2926490529634    -22.96048553365534    167.18797    554.18256    167.2682095634332    553.9702554279936    167.29752504825592   553.9740256741643    2782.1538     2771.6807      67.77072         72.20453          15.065548    15.069642     0.026453966     0.02829118       4.8029327       0         42              0.17542682516833136   
  145        244.25297794480417   -22.959746438248157   643.2516     555.9616     643.4850013386765    555.8922291421552    643.5426639914513    556.0175024308264    229.09497     227.95303      35.998116        27.737368         17.78226     17.787687     0.17064518      0.13214469       2.5883634       0         78              163        244.25295258592502   -22.959717860553567   640.3292     556.5882     640.4855207963478    556.4910702404133    640.5036600232124    556.4730387926102    976.1692      1016.9396      62.563522        102.85471         16.202688    16.158262     0.069602676     0.10983958       4.455488        0         32              0.13285433230199378   
  146        244.26534300615947   -22.96030462136267    495.78845    551.06134    495.25499329175693   550.8487402934084    495.23256039619446   550.8657117038965    1976.576      1999.4003      79.25314         117.071915        15.442516    15.430051     0.04354445      0.06358912       5.462274        3         69              165        244.265602943375     -22.96034592764166    489.47034    550.8739     490.3929051836786    550.9511528385874    489.68075692653656   550.8866206854582    8109.6104     8072.754       105.76779        125.521935        13.904       13.908946     0.014163914     0.016886037      7.1637406       3         62              0.8743749698176346    
  148        244.272811231527     -22.96021153713808    406.81174    553.6634     406.83522327536895   553.7087232915195    406.80109836161137   553.4083294272423    592.4613      741.0836       54.300198        164.58913         16.75065     16.507633     0.09953395      0.24119247       4.060562        0         24              154        244.27284671271735   -22.960267611243594   403.17722    553.2631     403.4372566125885    553.3956755347797    403.1960331052542    553.2184398472309    2582.0574     4042.042       97.54755         428.6412          15.146585    14.659998     0.041027993     0.115165636      5.723061        3         43              0.2336299772168822    
  150        244.25684318244663   -22.960299627953027   597.07806    549.52997    596.6056199184814    549.3654718906803    596.5008143782616    549.1666100621223    955.21716     1099.4015      65.54371         139.53992         16.232046    16.07941      0.07451758      0.13783896       4.6300135       0         25              158        244.25692606430772   -22.960327401320946   592.8588     549.45996    592.548273245445     549.5452765785074    592.4804792404175    549.6035385727882    3636.5662     3805.4863      87.89823         126.97717         14.774772    14.725475     0.026249345     0.036236424      6.00879         3         53              0.29236402071314965   
  151        244.26268420944982   -22.960232430436445   527.4869     551.497      527.4128472259757    551.6916518270946    527.4677938818932    551.6750957965851    640.7759      542.0404       55.888657        39.444675         16.665535    16.847221     0.094721235     0.07902901       4.2067194       0         108             164        244.26271405809513   -22.96018698810622    523.9242     552.3807     523.8168212178173    552.2576361923029    523.85863083601      552.1654779165983    2891.8555     2856.086       106.50055        154.91475         15.023559    15.037072     0.039994944     0.058904886      6.244745        2         48              0.19118579487196594   
  152        244.2753137116655    -22.960624028258096   376.90714    548.79224    376.97670111358093   548.6683053542547    377.04891131818295   548.6341417133808    594.05634     468.5115       51.349693        36.20912          16.747732    17.0055       0.09387286      0.083932         3.6924207       0         84              168        244.2752682246824    -22.960686760969402   374.2387     548.2983     374.40593895458585   548.6438535485631    374.5164306163788    548.706739962101     1055.119      1025.7456      70.489075        76.778915         16.118246    16.148901     0.07255213      0.08128907       4.724071        0         77              0.2715458339432276    
  153        244.22253506683376   -22.959837473941374   1006.0075    549.00977    1006.0070281696284   549.0100836796738    1006.083730623126    551.5747730731964    330.15683     69.403244      14.302414        82.10048          17.3855      19.078852     0.047045585     1.2846823        0.41327727      0         34              171        244.2222601012585    -22.95984878889133    1006.0021    548.9857     1006.0019339533176   548.98276908927      1005.2226538658142   548.4387077689171    328.91437     26.236214      15.986569        56.32918          17.383793    20.129248     0.052783996     2.3316433        0.4060069       0         46              0.9123663444653536    
  154        244.26423211361305   -22.961238873532295   508.8362     538.7621     508.616833838974     538.7333541967608    508.7323553264141    538.7348427176476    1419.3922     1359.752       73.70719         82.17018          15.802045    15.848651     0.056394566     0.06562728       5.4780407       1         45              166        244.26424586703064   -22.96124259909354    505.4545     539.0126     505.4885282160019    539.184432373886     505.4657370150089    539.1398141682148    4773.1323     4696.713       102.50204        127.66329         14.479491    14.497015     0.023321627     0.029519014      6.106085        3         48              0.0475213107943776    
  155        244.29829317600425   -22.961760479719416   102.84295    538.3511     103.46154811842375   538.0389101347243    103.47779193520546   538.0223590880632    2136.7788     2091.6194      59.98907         67.67194          15.357902    15.381094     0.030488946     0.035136282      4.6450624       0         56              170        244.29831128135396   -22.96178435509755    99.45799     538.43896    99.95332787755491    537.9892640544243    99.95471185445786    537.9777575936168    8344.09       8231.169       99.44013         112.12123         13.873053    13.887847     0.012942332     0.014792997      5.861553        0         45              0.10483040138292533   
  156        244.2466970357187    -22.960730439350193   717.89667    542.04175    717.9922784937379    542.193677895856     717.9488790594041    542.1537029594183    740.0876      715.967        39.32661         45.05655          16.509092    16.545069     0.057707626     0.06834311       3.5012515       0         56              173        244.24674749886165   -22.96075075608511    714.0477     542.0341     714.1543797562375    542.0370241387626    714.1113930717111    542.0006595405866    1491.016      1459.8812      58.121696        61.344852         15.742795    15.765706     0.04233366      0.0456342        4.465378        0         52              0.18256551729960993   
  157        244.27308982780087   -22.96174875451318    403.18       533.821      403.49248738603967   533.5160923956419    403.4819787442684    533.5185497701168    4686.142      4592.416       65.70695         79.04422          14.505262    14.527198     0.015227397     0.018692126      4.512956        0         34              145        244.27310324053974   -22.96176342517449    399.81265    533.95575    400.0709832349003    533.6883522682901    400.0322338230908    533.7230569422245    21731.838     21537.611      110.59902        135.91666         12.833759    12.843507     0.005526939     0.0068533826     5.55563         3         45              0.0690365564156852    
  160        244.24171078937886   -22.961412780944116   777.1749     532.26794    777.179620875876     532.2699612066823    777.1711443662643    532.2709624767303    2957.809      2913.7554      58.29776         59.99279          15.004875    15.021168     0.02140482      0.022360206      4.227483        0         35              180        244.24172934456877   -22.961464295409513   773.6896     531.8376     773.6576669237378    531.774089270491     773.6454495489597    531.7992276102304    6063.243      5955.642       92.33086         98.511284         14.219738    14.239179     0.01653757      0.017963344      5.464339        0         41              0.1953854351907928    
  161        244.24506103652354   -22.961251175186547   737.28516    534.9933     737.1750302127019    535.0122046726716    737.1248082146049    535.0548836365342    643.75256     604.752        36.1595          42.928036         16.660503    16.728357     0.06100048      0.0770892        3.3497071       0         42              197        244.24511059409974   -22.96129358555722    733.4381     534.69586    733.6807782580524    534.7449072383796    733.516831278801     534.6617532968521    1255.2391     1492.8423      54.588           204.32658         15.929684    15.741466     0.04722811      0.14864174       4.483615        0         13              0.2242668203381618    
  162        244.2524425746416    -22.961494367092616   649.27356    533.23926    649.382732083493     533.1907034966965    649.4381653368473    533.1989106982946    1380.4972     1305.921       65.27622         72.70574          15.8322115   15.8925085    0.051351048     0.060461875      4.2948494       0         46              182        244.25249652071864   -22.961624769241613   645.36707    531.8254     645.735625836183     532.624310720711     645.7013719677925    532.3979263305664    4443.982      4531.4634      96.653305        147.02145         14.55707     14.535904     0.023619693     0.03523482       7.084442        1         66              0.5023516395539306    
  164        244.28868965387963   -22.961911145509628   217.25267    534.6233     218.49871496931775   534.3296441485419    219.22519731521606   534.855703830719     1058.561      959.56854      69.33042         64.52304          16.12051     16.22711      0.071127534     0.07302451       6.201577        2         74              184        244.28859720560737   -22.961891432953944   215.17807    535.2275     215.09886247887843   534.6973290380491    215.67314338684082   534.7826786637306    2344.0232     2402.76        81.8448          98.17199          15.2515955   15.224725     0.037919186     0.0443718        5.599351        3         34              0.314552753526152     
